antecedent,consequent,support,confidence,lift
{29},{46},0.28,0.369,0.991
{46},{29},0.372,0.278,0.991
{32},{39},0.413,0.314,0.995
{39},{32},0.316,0.411,0.995
{32},{29},0.413,0.29,1.035
{29},{32},0.28,0.427,1.035
{32},{38},0.413,0.276,1.028
{38},{32},0.269,0.424,1.028
{29},{39},0.28,0.357,1.13
{39},{29},0.316,0.317,1.13
{0},{1 14},0.284,0.412,1.078
{1},{0 14},0.52,0.225,1.06
{14},{0 1},0.717,0.163,1.072
{0 1},{14},0.152,0.768,1.072
{0 14},{1},0.213,0.551,1.06
{1 14},{0},0.382,0.307,1.078
{0},{1 18},0.284,0.398,1.028
{1},{0 18},0.52,0.218,1.059
{18},{0 1},0.705,0.16,1.052
{0 1},{18},0.152,0.742,1.052
{0 18},{1},0.206,0.55,1.059
{1 18},{0},0.387,0.292,1.028
{0},{1 34},0.284,0.374,1.064
{1},{0 34},0.52,0.205,1.106
{34},{0 1},0.641,0.166,1.09
{0 1},{34},0.152,0.698,1.09
{0 34},{1},0.185,0.575,1.106
{1 34},{0},0.352,0.302,1.064
{0},{6 14},0.284,0.413,1.066
{6},{0 14},0.528,0.223,1.048
{14},{0 6},0.717,0.164,1.07
{0 6},{14},0.153,0.767,1.07
{0 14},{6},0.213,0.553,1.048
{6 14},{0},0.388,0.303,1.066
{0},{18 6},0.284,0.384,1.005
{18},{0 6},0.705,0.155,1.01
{6},{0 18},0.528,0.207,1.006
{0 18},{6},0.206,0.531,1.006
{0 6},{18},0.153,0.712,1.01
{18 6},{0},0.382,0.286,1.005
{0},{34 6},0.284,0.363,1.029
{34},{0 6},0.641,0.161,1.051
{6},{0 34},0.528,0.195,1.055
{0 34},{6},0.185,0.557,1.055
{0 6},{34},0.153,0.673,1.051
{34 6},{0},0.352,0.293,1.029
{0},{18 14},0.284,0.558,1.058
{18},{0 14},0.705,0.225,1.058
{14},{0 18},0.717,0.221,1.076
{0 18},{14},0.206,0.771,1.076
{0 14},{18},0.213,0.746,1.058
{18 14},{0},0.527,0.301,1.058
{0},{19 14},0.284,0.404,1.011
{19},{0 14},0.54,0.213,1.001
{14},{0 19},0.717,0.16,1.057
{0 19},{14},0.151,0.758,1.057
{0 14},{19},0.213,0.54,1.001
{19 14},{0},0.399,0.287,1.011
{0},{14 30},0.284,0.465,1.104
{14},{0 30},0.717,0.184,1.098
{30},{0 14},0.563,0.235,1.104
{0 14},{30},0.213,0.622,1.104
{0 30},{14},0.168,0.787,1.098
{14 30},{0},0.421,0.314,1.104
{0},{34 14},0.284,0.502,1.058
{34},{0 14},0.641,0.223,1.049
{14},{0 34},0.717,0.199,1.076
{0 34},{14},0.185,0.771,1.076
{0 14},{34},0.213,0.672,1.049
{34 14},{0},0.475,0.301,1.058
{0},{48 14},0.284,0.39,1.095
{48},{0 14},0.479,0.231,1.089
{14},{0 48},0.717,0.155,1.082
{0 48},{14},0.143,0.776,1.082
{0 14},{48},0.213,0.521,1.089
{48 14},{0},0.356,0.311,1.095
{0},{16 14},0.284,0.424,1.116
{16},{0 14},0.513,0.235,1.104
{14},{0 16},0.717,0.168,1.09
{0 16},{14},0.154,0.781,1.09
{0 14},{16},0.213,0.567,1.104
{16 14},{0},0.38,0.317,1.116
{0},{18 19},0.284,0.397,0.992
{18},{0 19},0.705,0.16,1.056
{19},{0 18},0.54,0.209,1.017
{0 18},{19},0.206,0.549,1.017
{0 19},{18},0.151,0.744,1.056
{18 19},{0},0.4,0.282,0.992
{0},{18 30},0.284,0.417,1.05
{18},{0 30},0.705,0.168,1.001
{30},{0 18},0.563,0.21,1.023
{0 18},{30},0.206,0.576,1.023
{0 30},{18},0.168,0.706,1.001
{18 30},{0},0.397,0.299,1.05
{0},{18 34},0.284,0.484,1.037
{18},{0 34},0.705,0.195,1.053
{34},{0 18},0.641,0.215,1.044
{0 18},{34},0.206,0.669,1.044
{0 34},{18},0.185,0.742,1.053
{18 34},{0},0.466,0.295,1.037
{0},{48 18},0.284,0.38,1.094
{18},{0 48},0.705,0.153,1.074
{48},{0 18},0.479,0.226,1.098
{0 18},{48},0.206,0.526,1.098
{0 48},{18},0.143,0.757,1.074
{48 18},{0},0.348,0.311,1.094
{0},{16 18},0.284,0.406,1.101
{16},{0 18},0.513,0.225,1.095
{18},{0 16},0.705,0.164,1.062
{0 16},{18},0.154,0.749,1.062
{0 18},{16},0.206,0.562,1.095
{16 18},{0},0.369,0.313,1.101
{0},{34 19},0.284,0.367,1.021
{34},{0 19},0.641,0.163,1.076
{19},{0 34},0.54,0.194,1.045
{0 34},{19},0.185,0.564,1.045
{0 19},{34},0.151,0.689,1.076
{34 19},{0},0.36,0.29,1.021
{0},{34 30},0.284,0.399,1.084
{34},{0 30},0.641,0.177,1.055
{30},{0 34},0.563,0.201,1.088
{0 34},{30},0.185,0.613,1.088
{0 30},{34},0.168,0.676,1.055
{34 30},{0},0.368,0.308,1.084
{0},{16 34},0.284,0.358,1.077
{16},{0 34},0.513,0.198,1.071
{34},{0 16},0.641,0.159,1.03
{0 16},{34},0.154,0.66,1.03
{0 34},{16},0.185,0.55,1.071
{16 34},{0},0.332,0.306,1.077
{1},{4 6},0.52,0.243,1.087
{4},{1 6},0.397,0.319,1.121
{6},{1 4},0.528,0.24,1.123
{1 4},{6},0.214,0.592,1.123
{1 6},{4},0.284,0.445,1.121
{4 6},{1},0.224,0.565,1.087
{1},{4 14},0.52,0.306,1.06
{4},{1 14},0.397,0.401,1.05
{14},{1 4},0.717,0.222,1.04
{1 4},{14},0.214,0.745,1.04
{1 14},{4},0.382,0.417,1.05
{4 14},{1},0.289,0.551,1.06
{1},{18 4},0.52,0.315,1.083
{18},{1 4},0.705,0.232,1.086
{4},{1 18},0.397,0.412,1.065
{1 18},{4},0.387,0.422,1.065
{1 4},{18},0.214,0.766,1.086
{18 4},{1},0.29,0.563,1.083
{1},{19 4},0.52,0.238,1.043
{19},{1 4},0.54,0.229,1.074
{4},{1 19},0.397,0.312,1.082
{1 19},{4},0.288,0.429,1.082
{1 4},{19},0.214,0.58,1.074
{19 4},{1},0.228,0.542,1.043
{1},{4 30},0.52,0.269,1.113
{4},{1 30},0.397,0.352,1.137
{30},{1 4},0.563,0.248,1.162
{1 4},{30},0.214,0.655,1.162
{1 30},{4},0.31,0.451,1.137
{4 30},{1},0.242,0.579,1.113
{1},{34 4},0.52,0.294,1.092
{34},{1 4},0.641,0.239,1.117
{4},{1 34},0.397,0.385,1.094
{1 34},{4},0.352,0.434,1.094
{1 4},{34},0.214,0.716,1.117
{34 4},{1},0.269,0.568,1.092
{48},{1 4},0.479,0.229,1.07
{1},{48 4},0.52,0.211,1.068
{4},{48 1},0.397,0.276,1.084
{48 1},{4},0.255,0.43,1.084
{48 4},{1},0.197,0.555,1.068
{1 4},{48},0.214,0.512,1.07
{16},{1 4},0.513,0.218,1.02
{1},{16 4},0.52,0.215,1.053
{4},{16 1},0.397,0.282,1.015
{16 1},{4},0.278,0.403,1.015
{16 4},{1},0.204,0.547,1.053
{1 4},{16},0.214,0.523,1.02
{1},{6 14},0.52,0.412,1.063
{6},{1 14},0.528,0.406,1.063
{14},{1 6},0.717,0.299,1.051
{1 6},{14},0.284,0.754,1.051
{1 14},{6},0.382,0.561,1.063
{6 14},{1},0.388,0.552,1.063
{1},{18 6},0.52,0.418,1.096
{18},{1 6},0.705,0.309,1.085
{6},{1 18},0.528,0.412,1.065
{1 18},{6},0.387,0.562,1.065
{1 6},{18},0.284,0.765,1.085
{18 6},{1},0.382,0.57,1.096
{1},{19 6},0.52,0.321,1.076
{19},{1 6},0.54,0.309,1.088
{6},{1 19},0.528,0.316,1.097
{1 19},{6},0.288,0.579,1.097
{1 6},{19},0.284,0.587,1.088
{19 6},{1},0.298,0.559,1.076
{1},{21 6},0.52,0.205,1.146
{21},{1 6},0.307,0.348,1.225
{6},{1 21},0.528,0.202,1.164
{1 21},{6},0.174,0.614,1.164
{1 6},{21},0.284,0.376,1.225
{21 6},{1},0.179,0.596,1.146
{1},{28 6},0.52,0.214,1.095
{28},{1 6},0.342,0.325,1.142
{6},{1 28},0.528,0.211,1.117
{1 28},{6},0.189,0.589,1.117
{1 6},{28},0.284,0.391,1.142
{28 6},{1},0.195,0.569,1.095
{1},{6 30},0.52,0.336,1.095
{6},{1 30},0.528,0.331,1.067
{30},{1 6},0.563,0.31,1.09
{1 6},{30},0.284,0.614,1.09
{1 30},{6},0.31,0.563,1.067
{6 30},{1},0.307,0.569,1.095
{1},{34 6},0.52,0.387,1.098
{34},{1 6},0.641,0.314,1.105
{6},{1 34},0.528,0.381,1.083
{1 34},{6},0.352,0.572,1.083
{1 6},{34},0.284,0.708,1.105
{34 6},{1},0.352,0.571,1.098
{1},{44 6},0.52,0.223,1.087
{44},{1 6},0.373,0.311,1.095
{6},{1 44},0.528,0.22,1.103
{1 44},{6},0.2,0.582,1.103
{1 6},{44},0.284,0.408,1.095
{44 6},{1},0.206,0.565,1.087
{48},{1 6},0.479,0.295,1.037
{1},{48 6},0.52,0.272,1.061
{6},{48 1},0.528,0.268,1.051
{48 1},{6},0.255,0.554,1.051
{48 6},{1},0.256,0.551,1.061
{1 6},{48},0.284,0.496,1.037
{1},{49 6},0.52,0.225,1.047
{6},{1 49},0.528,0.221,1.081
{49},{1 6},0.389,0.3,1.057
{1 6},{49},0.284,0.411,1.057
{1 49},{6},0.205,0.57,1.081
{49 6},{1},0.215,0.544,1.047
{16},{1 6},0.513,0.308,1.084
{1},{16 6},0.52,0.304,1.093
{6},{16 1},0.528,0.3,1.08
{16 1},{6},0.278,0.57,1.08
{16 6},{1},0.278,0.568,1.093
{1 6},{16},0.284,0.556,1.084
{1},{26 6},0.52,0.232,1.046
{26},{1 6},0.412,0.292,1.027
{6},{1 26},0.528,0.228,1.05
{1 26},{6},0.218,0.554,1.05
{1 6},{26},0.284,0.424,1.027
{26 6},{1},0.222,0.544,1.046
{1},{12 6},0.52,0.218,1.079
{12},{1 6},0.365,0.311,1.092
{6},{1 12},0.528,0.215,1.069
{1 12},{6},0.201,0.564,1.069
{1 6},{12},0.284,0.399,1.092
{12 6},{1},0.202,0.561,1.079
{46},{1 6},0.372,0.323,1.138
{1},{46 6},0.52,0.232,1.099
{6},{1 46},0.528,0.228,1.133
{1 46},{6},0.202,0.598,1.133
{46 6},{1},0.211,0.571,1.099
{1 6},{46},0.284,0.424,1.138
{32},{1 6},0.413,0.319,1.123
{1},{32 6},0.52,0.254,1.082
{6},{32 1},0.528,0.25,1.108
{32 1},{6},0.226,0.584,1.108
{32 6},{1},0.234,0.563,1.082
{1 6},{32},0.284,0.464,1.123
{1},{11 14},0.52,0.212,1.063
{11},{1 14},0.282,0.391,1.022
{14},{1 11},0.717,0.154,0.992
{1 11},{14},0.155,0.711,0.992
{1 14},{11},0.382,0.288,1.022
{11 14},{1},0.199,0.553,1.063
{1},{18 11},0.52,0.231,1.128
{18},{1 11},0.705,0.17,1.1
{11},{1 18},0.282,0.426,1.101
{1 18},{11},0.387,0.31,1.101
{1 11},{18},0.155,0.776,1.1
{18 11},{1},0.205,0.586,1.128
{1},{34 11},0.52,0.219,1.155
{34},{1 11},0.641,0.178,1.147
{11},{1 34},0.282,0.404,1.146
{1 34},{11},0.352,0.323,1.146
{1 11},{34},0.155,0.735,1.147
{34 11},{1},0.19,0.6,1.155
{1},{18 14},0.52,0.563,1.068
{18},{1 14},0.705,0.415,1.086
{14},{1 18},0.717,0.408,1.055
{1 18},{14},0.387,0.756,1.055
{1 14},{18},0.382,0.766,1.086
{18 14},{1},0.527,0.555,1.068
{1},{19 14},0.52,0.423,1.059
{19},{1 14},0.54,0.408,1.067
{14},{1 19},0.717,0.307,1.064
{1 19},{14},0.288,0.763,1.064
{1 14},{19},0.382,0.576,1.067
{19 14},{1},0.399,0.551,1.059
{1},{20 14},0.52,0.226,1.101
{20},{1 14},0.271,0.434,1.136
{14},{1 20},0.717,0.164,1.063
{1 20},{14},0.154,0.762,1.063
{1 14},{20},0.382,0.307,1.136
{20 14},{1},0.205,0.572,1.101
{1},{21 14},0.52,0.252,1.085
{21},{1 14},0.307,0.428,1.119
{14},{1 21},0.717,0.183,1.052
{1 21},{14},0.174,0.754,1.052
{1 14},{21},0.382,0.343,1.119
{21 14},{1},0.233,0.564,1.085
{1},{28 14},0.52,0.28,1.093
{28},{1 14},0.342,0.426,1.115
{14},{1 28},0.717,0.203,1.079
{1 28},{14},0.189,0.773,1.079
{1 14},{28},0.382,0.382,1.115
{28 14},{1},0.257,0.568,1.093
{1},{14 30},0.52,0.46,1.091
{14},{1 30},0.717,0.333,1.075
{30},{1 14},0.563,0.424,1.11
{1 14},{30},0.382,0.625,1.11
{1 30},{14},0.31,0.771,1.075
{14 30},{1},0.421,0.567,1.091
{1},{34 14},0.52,0.511,1.076
{34},{1 14},0.641,0.415,1.085
{14},{1 34},0.717,0.371,1.053
{1 34},{14},0.352,0.755,1.053
{1 14},{34},0.382,0.695,1.085
{34 14},{1},0.475,0.559,1.076
{1},{44 14},0.52,0.302,1.066
{44},{1 14},0.373,0.42,1.1
{14},{1 44},0.717,0.219,1.097
{1 44},{14},0.2,0.786,1.097
{1 14},{44},0.382,0.41,1.1
{44 14},{1},0.283,0.554,1.066
{48},{1 14},0.479,0.408,1.067
{1},{48 14},0.52,0.375,1.055
{14},{48 1},0.717,0.272,1.07
{48 1},{14},0.255,0.767,1.07
{48 14},{1},0.356,0.548,1.055
{1 14},{48},0.382,0.511,1.067
{1},{49 14},0.52,0.298,1.031
{14},{1 49},0.717,0.216,1.054
{49},{1 14},0.389,0.398,1.042
{1 14},{49},0.382,0.405,1.042
{1 49},{14},0.205,0.756,1.054
{49 14},{1},0.289,0.536,1.031
{1},{14 15},0.52,0.229,1.037
{14},{1 15},0.717,0.166,1.051
{15},{1 14},0.305,0.39,1.021
{1 14},{15},0.382,0.312,1.021
{1 15},{14},0.158,0.753,1.051
{14 15},{1},0.221,0.539,1.037
{16},{1 14},0.513,0.406,1.062
{1},{16 14},0.52,0.401,1.055
{14},{16 1},0.717,0.291,1.046
{16 1},{14},0.278,0.75,1.046
{16 14},{1},0.38,0.548,1.055
{1 14},{16},0.382,0.545,1.062
{1},{26 14},0.52,0.318,1.043
{26},{1 14},0.412,0.401,1.05
{14},{1 26},0.717,0.231,1.061
{1 26},{14},0.218,0.761,1.061
{1 14},{26},0.382,0.433,1.05
{26 14},{1},0.305,0.542,1.043
{1},{2 14},0.52,0.223,1.103
{2},{1 14},0.273,0.425,1.112
{14},{1 2},0.717,0.162,1.064
{1 2},{14},0.152,0.763,1.064
{1 14},{2},0.382,0.303,1.112
{2 14},{1},0.202,0.574,1.103
{1},{12 14},0.52,0.299,1.072
{12},{1 14},0.365,0.426,1.114
{14},{1 12},0.717,0.217,1.078
{1 12},{14},0.201,0.773,1.078
{1 14},{12},0.382,0.407,1.114
{12 14},{1},0.279,0.557,1.072
{1},{42 14},0.52,0.245,1.048
{42},{1 14},0.317,0.402,1.051
{14},{1 42},0.717,0.178,1.072
{1 42},{14},0.166,0.769,1.072
{1 14},{42},0.382,0.334,1.051
{42 14},{1},0.234,0.545,1.048
{46},{1 14},0.372,0.408,1.067
{1},{46 14},0.52,0.292,1.047
{14},{1 46},0.717,0.212,1.051
{1 46},{14},0.202,0.753,1.051
{46 14},{1},0.279,0.544,1.047
{1 14},{46},0.382,0.397,1.067
{32},{1 14},0.413,0.402,1.052
{1},{32 14},0.52,0.319,1.066
{14},{32 1},0.717,0.231,1.026
{32 1},{14},0.226,0.735,1.026
{32 14},{1},0.299,0.554,1.066
{1 14},{32},0.382,0.434,1.052
{1},{14 39},0.52,0.254,1.082
{14},{1 39},0.717,0.184,1.054
{39},{1 14},0.316,0.417,1.092
{1 14},{39},0.382,0.345,1.092
{1 39},{14},0.175,0.755,1.054
{14 39},{1},0.234,0.563,1.082
{1},{29 14},0.52,0.214,1.065
{29},{1 14},0.28,0.398,1.041
{14},{1 29},0.717,0.155,1.05
{1 29},{14},0.148,0.752,1.05
{1 14},{29},0.382,0.292,1.041
{29 14},{1},0.201,0.554,1.065
{38},{1 14},0.269,0.435,1.14
{1},{38 14},0.52,0.225,1.103
{14},{1 38},0.717,0.163,1.083
{1 38},{14},0.151,0.777,1.083
{38 14},{1},0.204,0.574,1.103
{1 14},{38},0.382,0.307,1.14
{1},{18 19},0.52,0.429,1.073
{18},{1 19},0.705,0.316,1.097
{19},{1 18},0.54,0.413,1.067
{1 18},{19},0.387,0.576,1.067
{1 19},{18},0.288,0.773,1.097
{18 19},{1},0.4,0.558,1.073
{1},{18 20},0.52,0.227,1.124
{18},{1 20},0.705,0.167,1.084
{20},{1 18},0.271,0.435,1.125
{1 18},{20},0.387,0.304,1.125
{1 20},{18},0.154,0.764,1.084
{18 20},{1},0.202,0.584,1.124
{1},{18 21},0.52,0.254,1.139
{18},{1 21},0.705,0.187,1.075
{21},{1 18},0.307,0.43,1.11
{1 18},{21},0.387,0.341,1.11
{1 21},{18},0.174,0.758,1.075
{18 21},{1},0.223,0.592,1.139
{1},{18 28},0.52,0.273,1.119
{18},{1 28},0.705,0.202,1.069
{28},{1 18},0.342,0.415,1.073
{1 18},{28},0.387,0.367,1.073
{1 28},{18},0.189,0.754,1.069
{18 28},{1},0.244,0.582,1.119
{1},{18 30},0.52,0.433,1.09
{18},{1 30},0.705,0.319,1.029
{30},{1 18},0.563,0.399,1.032
{1 18},{30},0.387,0.581,1.032
{1 30},{18},0.31,0.726,1.029
{18 30},{1},0.397,0.567,1.09
{1},{18 34},0.52,0.521,1.116
{18},{1 34},0.705,0.384,1.09
{34},{1 18},0.641,0.422,1.091
{1 18},{34},0.387,0.699,1.091
{1 34},{18},0.352,0.769,1.09
{18 34},{1},0.466,0.58,1.116
{1},{18 44},0.52,0.298,1.099
{18},{1 44},0.705,0.22,1.101
{44},{1 18},0.373,0.415,1.072
{1 18},{44},0.387,0.4,1.072
{1 44},{18},0.2,0.776,1.101
{18 44},{1},0.271,0.571,1.099
{48},{1 18},0.479,0.405,1.046
{1},{48 18},0.52,0.373,1.073
{18},{48 1},0.705,0.275,1.08
{48 1},{18},0.255,0.761,1.08
{48 18},{1},0.348,0.558,1.073
{1 18},{48},0.387,0.501,1.046
{1},{49 18},0.52,0.297,1.048
{18},{1 49},0.705,0.219,1.067
{49},{1 18},0.389,0.397,1.025
{1 18},{49},0.387,0.398,1.025
{1 49},{18},0.205,0.752,1.067
{49 18},{1},0.283,0.545,1.048
{1},{18 15},0.52,0.23,1.032
{18},{1 15},0.705,0.169,1.071
{15},{1 18},0.305,0.391,1.011
{1 18},{15},0.387,0.309,1.011
{1 15},{18},0.158,0.755,1.071
{18 15},{1},0.223,0.537,1.032
{16},{1 18},0.513,0.408,1.053
{1},{16 18},0.52,0.402,1.092
{18},{16 1},0.705,0.297,1.069
{16 1},{18},0.278,0.754,1.069
{16 18},{1},0.369,0.567,1.092
{1 18},{16},0.387,0.541,1.053
{1},{18 26},0.52,0.317,1.059
{18},{1 26},0.705,0.234,1.075
{26},{1 18},0.412,0.4,1.033
{1 18},{26},0.387,0.426,1.033
{1 26},{18},0.218,0.758,1.075
{18 26},{1},0.299,0.551,1.059
{1},{18 2},0.52,0.228,1.125
{18},{1 2},0.705,0.168,1.107
{2},{1 18},0.273,0.435,1.123
{1 18},{2},0.387,0.306,1.123
{1 2},{18},0.152,0.78,1.107
{18 2},{1},0.203,0.585,1.125
{1},{18 12},0.52,0.302,1.109
{18},{1 12},0.705,0.223,1.108
{12},{1 18},0.365,0.43,1.111
{1 18},{12},0.387,0.406,1.111
{1 12},{18},0.201,0.781,1.108
{18 12},{1},0.273,0.576,1.109
{1},{18 42},0.52,0.243,1.085
{18},{1 42},0.705,0.179,1.082
{42},{1 18},0.317,0.399,1.03
{1 18},{42},0.387,0.327,1.03
{1 42},{18},0.166,0.763,1.082
{18 42},{1},0.224,0.564,1.085
{1},{18 46},0.52,0.297,1.06
{18},{1 46},0.705,0.219,1.087
{46},{1 18},0.372,0.415,1.072
{1 18},{46},0.387,0.399,1.072
{1 46},{18},0.202,0.767,1.087
{18 46},{1},0.28,0.551,1.06
{32},{1 18},0.413,0.426,1.101
{1},{32 18},0.52,0.338,1.114
{18},{32 1},0.705,0.249,1.106
{32 1},{18},0.226,0.78,1.106
{32 18},{1},0.304,0.579,1.114
{1 18},{32},0.387,0.454,1.101
{1},{18 39},0.52,0.246,1.076
{18},{1 39},0.705,0.181,1.039
{39},{1 18},0.316,0.404,1.045
{1 18},{39},0.387,0.33,1.045
{1 39},{18},0.175,0.732,1.039
{18 39},{1},0.229,0.559,1.076
{1},{18 29},0.52,0.22,1.038
{18},{1 29},0.705,0.162,1.093
{29},{1 18},0.28,0.407,1.052
{1 18},{29},0.387,0.295,1.052
{1 29},{18},0.148,0.77,1.093
{18 29},{1},0.212,0.539,1.038
{1},{18 38},0.52,0.222,1.128
{18},{1 38},0.705,0.164,1.086
{38},{1 18},0.269,0.429,1.109
{1 18},{38},0.387,0.298,1.109
{1 38},{18},0.151,0.765,1.086
{18 38},{1},0.197,0.586,1.128
{1},{19 21},0.52,0.196,1.125
{19},{1 21},0.54,0.189,1.089
{21},{1 19},0.307,0.333,1.155
{1 19},{21},0.288,0.354,1.155
{1 21},{19},0.174,0.587,1.089
{19 21},{1},0.175,0.585,1.125
{1},{19 28},0.52,0.214,1.129
{19},{1 28},0.54,0.207,1.096
{28},{1 19},0.342,0.326,1.129
{1 19},{28},0.288,0.387,1.129
{1 28},{19},0.189,0.591,1.096
{19 28},{1},0.19,0.587,1.129
{1},{19 30},0.52,0.34,1.075
{19},{1 30},0.54,0.328,1.057
{30},{1 19},0.563,0.314,1.089
{1 19},{30},0.288,0.613,1.089
{1 30},{19},0.31,0.571,1.057
{19 30},{1},0.316,0.559,1.075
{1},{34 19},0.52,0.391,1.087
{34},{1 19},0.641,0.317,1.1
{19},{1 34},0.54,0.377,1.07
{1 34},{19},0.352,0.577,1.07
{1 19},{34},0.288,0.705,1.1
{34 19},{1},0.36,0.565,1.087
{1},{19 44},0.52,0.225,1.057
{19},{1 44},0.54,0.216,1.085
{44},{1 19},0.373,0.313,1.086
{1 19},{44},0.288,0.405,1.086
{1 44},{19},0.2,0.585,1.085
{19 44},{1},0.213,0.549,1.057
{48},{1 19},0.479,0.309,1.071
{1},{48 19},0.52,0.284,1.063
{19},{48 1},0.54,0.274,1.076
{48 1},{19},0.255,0.581,1.076
{48 19},{1},0.268,0.552,1.063
{1 19},{48},0.288,0.513,1.071
{1},{49 19},0.52,0.228,1.039
{19},{1 49},0.54,0.22,1.072
{49},{1 19},0.389,0.305,1.057
{1 19},{49},0.288,0.411,1.057
{1 49},{19},0.205,0.578,1.072
{49 19},{1},0.219,0.54,1.039
{16},{1 19},0.513,0.312,1.083
{1},{16 19},0.52,0.308,1.076
{19},{16 1},0.54,0.297,1.069
{16 1},{19},0.278,0.577,1.069
{16 19},{1},0.286,0.559,1.076
{1 19},{16},0.288,0.556,1.083
{1},{26 19},0.52,0.24,1.032
{26},{1 19},0.412,0.303,1.05
{19},{1 26},0.54,0.231,1.063
{1 26},{19},0.218,0.574,1.063
{1 19},{26},0.288,0.433,1.05
{26 19},{1},0.233,0.537,1.032
{1},{19 12},0.52,0.221,1.083
{19},{1 12},0.54,0.213,1.057
{12},{1 19},0.365,0.314,1.09
{1 19},{12},0.288,0.398,1.09
{1 12},{19},0.201,0.57,1.057
{19 12},{1},0.204,0.563,1.083
{1},{19 46},0.52,0.216,1.048
{19},{1 46},0.54,0.208,1.031
{46},{1 19},0.372,0.301,1.044
{1 19},{46},0.288,0.389,1.044
{1 46},{19},0.202,0.556,1.031
{19 46},{1},0.206,0.545,1.048
{32},{1 19},0.413,0.306,1.06
{1},{32 19},0.52,0.243,1.074
{19},{32 1},0.54,0.234,1.036
{32 1},{19},0.226,0.559,1.036
{32 19},{1},0.226,0.558,1.074
{1 19},{32},0.288,0.438,1.06
{1},{19 39},0.52,0.205,1.151
{19},{1 39},0.54,0.197,1.13
{39},{1 19},0.316,0.337,1.168
{1 19},{39},0.288,0.369,1.168
{1 39},{19},0.175,0.61,1.13
{19 39},{1},0.178,0.598,1.151
{1},{34 20},0.52,0.211,1.19
{34},{1 20},0.641,0.171,1.108
{20},{1 34},0.271,0.404,1.149
{1 34},{20},0.352,0.311,1.149
{1 20},{34},0.154,0.71,1.108
{34 20},{1},0.177,0.619,1.19
{1},{21 30},0.52,0.199,1.092
{21},{1 30},0.307,0.337,1.088
{30},{1 21},0.563,0.184,1.056
{1 21},{30},0.174,0.595,1.056
{1 30},{21},0.31,0.334,1.088
{21 30},{1},0.182,0.568,1.092
{1},{34 21},0.52,0.228,1.161
{34},{1 21},0.641,0.185,1.064
{21},{1 34},0.307,0.386,1.097
{1 34},{21},0.352,0.336,1.097
{1 21},{34},0.174,0.681,1.064
{34 21},{1},0.196,0.604,1.161
{1},{28 30},0.52,0.22,1.122
{28},{1 30},0.342,0.334,1.078
{30},{1 28},0.563,0.203,1.078
{1 28},{30},0.189,0.607,1.078
{1 30},{28},0.31,0.369,1.078
{28 30},{1},0.196,0.583,1.122
{1},{34 28},0.52,0.254,1.106
{34},{1 28},0.641,0.206,1.094
{28},{1 34},0.342,0.386,1.096
{1 34},{28},0.352,0.375,1.096
{1 28},{34},0.189,0.701,1.094
{34 28},{1},0.23,0.575,1.106
{16},{1 28},0.513,0.204,1.08
{1},{16 28},0.52,0.201,1.071
{28},{16 1},0.342,0.305,1.099
{16 1},{28},0.278,0.376,1.099
{16 28},{1},0.188,0.557,1.071
{1 28},{16},0.189,0.554,1.08
{1},{34 30},0.52,0.411,1.116
{34},{1 30},0.641,0.333,1.075
{30},{1 34},0.563,0.379,1.077
{1 34},{30},0.352,0.607,1.077
{1 30},{34},0.31,0.689,1.075
{34 30},{1},0.368,0.58,1.116
{1},{44 30},0.52,0.226,1.043
{44},{1 30},0.373,0.315,1.016
{30},{1 44},0.563,0.209,1.045
{1 44},{30},0.2,0.589,1.045
{1 30},{44},0.31,0.379,1.016
{44 30},{1},0.217,0.542,1.043
{48},{1 30},0.479,0.328,1.059
{1},{48 30},0.52,0.302,1.071
{30},{48 1},0.563,0.279,1.096
{48 1},{30},0.255,0.617,1.096
{48 30},{1},0.282,0.557,1.071
{1 30},{48},0.31,0.507,1.059
{1},{49 30},0.52,0.245,1.067
{30},{1 49},0.563,0.226,1.102
{49},{1 30},0.389,0.327,1.055
{1 30},{49},0.31,0.41,1.055
{1 49},{30},0.205,0.621,1.102
{49 30},{1},0.229,0.555,1.067
{1},{30 15},0.52,0.2,1.082
{30},{1 15},0.563,0.184,1.165
{15},{1 30},0.305,0.34,1.097
{1 30},{15},0.31,0.335,1.097
{1 15},{30},0.158,0.656,1.165
{30 15},{1},0.185,0.562,1.082
{16},{1 30},0.513,0.321,1.036
{1},{16 30},0.52,0.317,1.094
{30},{16 1},0.563,0.293,1.054
{16 1},{30},0.278,0.594,1.054
{16 30},{1},0.29,0.568,1.094
{1 30},{16},0.31,0.532,1.036
{1},{26 30},0.52,0.262,1.071
{26},{1 30},0.412,0.33,1.065
{30},{1 26},0.563,0.242,1.111
{1 26},{30},0.218,0.626,1.111
{1 30},{26},0.31,0.439,1.065
{26 30},{1},0.245,0.557,1.071
{1},{12 30},0.52,0.237,1.105
{12},{1 30},0.365,0.338,1.09
{30},{1 12},0.563,0.219,1.089
{1 12},{30},0.201,0.614,1.089
{1 30},{12},0.31,0.398,1.09
{12 30},{1},0.215,0.575,1.105
{1},{42 30},0.52,0.196,1.044
{42},{1 30},0.317,0.321,1.035
{30},{1 42},0.563,0.181,1.09
{1 42},{30},0.166,0.614,1.09
{1 30},{42},0.31,0.328,1.035
{42 30},{1},0.188,0.543,1.044
